    1.8001   16.7568    1.0798    7.4751   11.8382   23.6196    6.9050    1.3153    3.2242    2.1221    2.9817   16.9568    9.5450   25.7916    2.9710    4.5516   11.3441   13.1461   11.7337    0.3703    5.1041    1.8205   13.2523   11.4848   25.6852   13.9089   24.9968    8.0914    5.1056    9.7167   12.3472    0.7651    9.9358    1.9858    7.0247   12.0926    4.3061   26.6132   89.2896    4.6101   14.8696    7.3938    1.0119    6.2110    9.8875   25.1044   14.2410   31.3459    5.4671    5.5602   15.6627    8.6002   14.8559    2.4782   26.6830   11.4511   12.3947    3.8214   17.4212    3.0594    4.4827   29.2123   12.6494   43.1086   15.2810   12.7767    8.7974    3.5260    4.3031    4.4193   11.2633    1.2520    4.5226    9.3090    3.8546   21.9145    1.4196    1.3560   13.2921   15.2879    7.3340
    3.8081   44.3153   20.9821    6.5812    2.2905   21.8788   21.9160   51.3176    6.4853    1.8935   17.0988   47.3562   21.1191   12.8752    2.4754   13.9375    3.8582   23.6103   12.0791   14.9651    7.3533   13.7331    5.3578    5.6269   26.9037    3.0612    5.2256    7.6557   20.6707    5.2833   13.4582    1.4417    1.9765   33.2750    4.4154   13.2128   13.6637    4.1318   16.7716    7.3304    7.9555    3.1194    2.5216   21.9487   14.7702    3.2050    0.9937    1.5553   58.6914    4.2731    8.1849   19.0098   48.5457    4.4921    1.9647    5.6245    6.9322    1.8214   20.1603   47.6685   12.9348  127.4297    6.1429   10.5350   15.0592   11.0458    6.1886    7.7090   10.0096   10.2611    0.8315   18.8784   20.3580   12.0698    3.1999   49.8263    4.9096    9.8266    5.8682   62.4002   10.8789
    2.7673    6.5884   13.4570    6.4355    3.1002    4.1726    0.9567    4.3706    1.4631   11.9566    4.1464   27.1806    5.2882   32.8409    1.4248    4.5844   11.0926   21.1130   12.0003    6.0060    1.0914    7.3002    4.7855   10.4749   13.0004    1.5615   15.1134  152.7090   16.3935   11.4490    2.6837    6.3111    9.5669    3.2726    5.1329    8.6929   12.9673   11.1006   10.9046    5.6498   24.2070    4.1644    7.1868    8.4187    4.7193    9.5758   10.1290   60.5319   41.0714   12.4235    2.4637    5.2790    8.4354    3.4660    9.8257    9.1322    5.6854    9.3261   14.4051    6.5486    5.4336    4.8749    5.9742   11.3899   53.6627    8.8416   80.6060   56.9655    5.0194    2.5848    3.2419   10.8681    2.5629    8.5843   47.7985    8.7122   23.0998    5.6589    5.3928   17.7855   11.2120
   83.9229    0.9428    7.8414    5.9082    3.8127   10.3449    4.8300    8.8711   14.6882   34.8009    4.3733    2.2171    5.1612    8.1829   10.6725    3.2685    4.7806    4.5307    5.5603    6.5673   18.5540    3.7404   17.7398    0.6157   22.3194   17.1268   17.6833    4.2605   78.8281    8.2951    6.3831    4.3052   20.2271    8.3079    2.1317    9.3674    8.9166   36.1461    4.6527   21.6154    6.6449   10.6118    1.4428    5.1501   27.6892    2.9925    3.6730   17.4132   13.9916    1.7803    5.7251    2.6235    6.6963   18.7728    1.0923  115.9343   62.6305    5.8265   31.7336   20.4883   12.1954   12.7842    5.4338    2.4086    2.5078   10.8144    9.6746    4.6607    5.7394    8.5466  155.9399    2.6324   56.6380    1.1577    3.5220    7.4717    4.6706    2.5104    6.1086    2.7411   23.2530
    4.3225    3.4551    7.7266    8.1865    4.8145    3.1114    2.2453   14.0498    7.1110    5.7697    9.5485    0.7792   59.3132    7.6261    1.6246    5.3128    3.2641   17.9828    4.3937   12.0017    5.2845    3.9982    4.0888   12.7471   19.1092   26.3838    3.2578    7.6336    9.4515    5.5556    5.3362    3.8934    7.1654    5.5615    3.3869    4.7185    5.6925    3.2888    9.0406   12.2788    2.6065    2.5970    5.0508    3.4246    6.8333   11.7549   24.0228    4.6207   14.0564    6.4961    1.2840   15.8742   47.0836   12.8941    8.2305    7.9397    5.5009   11.0051   50.9399   11.3430   23.7397    4.1460    4.5972    9.4458    5.6527    8.1929    6.7264   44.5648   20.1712    4.2271    7.9064    5.8252    1.3719   18.1408    6.5714    4.5539   47.3127   11.1928    7.3251    6.5162   11.1605
   16.9035   31.0015    3.6012    8.4210    5.8059    2.1333    5.4568    8.9624   16.0965   18.0251    5.8822   19.7149   20.7062   43.8501    8.9322    6.8111    2.4017    9.5133    4.4364    1.9350   54.1427   28.8151   26.2089   51.0601    5.4613   40.9151    9.3529  117.0343    0.9258   47.0147   13.5624    8.3320   38.5455    9.2906    1.9473   16.4858    3.1696    3.0653   20.9412    2.9307   10.2358    2.9757   23.8180    6.2907    2.0255   11.0800    3.4003    7.0528    5.7033    1.7759   12.2979   22.5811    0.6509   10.8240   55.1445   16.2769    6.6143    1.8643    1.1993   51.3529    0.8438    1.4369    3.1134   17.3849    1.4687    7.8255    7.8886   18.1605   34.0036    3.5259    1.0832   18.4914    5.7899   28.2530    3.2848    4.9822    3.6690   11.1527    8.0645    4.5951    7.4332
    6.5997    2.7382   22.1564   18.2745    8.1004   20.1714   15.3041    3.2372   10.4760   13.8043    7.0120    1.2761    5.1937    4.8053   17.5755   12.0465   22.5843    4.8254   18.7836    3.8574    5.4116    3.5598   17.6395   22.6177   12.2845    1.7285   39.5156    2.5415   43.3298    9.9813    2.9226    4.1390   14.0123    1.1444    4.7753    3.4195    8.0427    4.8877    6.2057    4.2493   38.1101    1.7570    6.7907   14.6197   19.1113   29.2463    8.0607   10.7943   17.1687   48.8709    6.7224   49.4842    5.0675   12.1244   20.5031    5.0375    3.1290   30.0024    1.3509   20.2168   48.6145   34.8119    7.5353    2.0097   20.0620    7.9302    4.3349    8.4567   14.5163   21.0604    3.2918   90.5504   19.1448   25.7075   19.8895    1.4563    3.7677   32.8073  100.6085    5.9685   22.8100
   19.4540   20.9135    7.0022   36.8339    0.3868    8.0004   18.2683    5.0115   13.1146    2.7949   14.5094    8.5523   15.3081    7.9772    7.9822    3.0858    3.4332    2.4257    1.2541   25.1981   12.0447    2.3225   10.6671   19.8924    5.9317    2.1014    8.9520   13.9077   28.8388  122.7094   23.7710    4.2585    5.2546   36.7205    2.7029    3.6077   24.9929   12.4348   53.0480    2.8115    2.4177    0.8615    7.4798    1.7563    1.6668   24.0148    3.1326   10.7576   24.7020    7.1169   40.8818    4.7136   90.9054    8.3513    7.9448    4.7188    3.5466   13.0221    3.1797    2.3455    4.2520   16.0158    4.5031   24.7227    8.1741   20.2650   63.5128    5.6199   62.3468    8.2465    5.2569    5.6314    9.0012    4.5227    7.9025    7.5816    2.8471    9.1734    2.3542   26.0410   62.6964
    3.7232    9.0566    3.9154   12.7605    5.0654    7.5725    2.8994    7.0608    1.8154   11.9044   22.7889    8.2889    5.5810   20.0717    8.7806   10.9875    6.7297   15.2780    6.5022   14.5459    2.5523    9.9158    8.0259    6.2947    3.2530    1.8323    5.8756    2.7264    4.4674    5.9493   47.6707   14.7179    6.8586   13.8080    3.9443   16.5234   12.2657    6.5187    2.3612   13.2653    6.2783    6.8752    2.9384    7.4715    1.2651   15.3738    4.0466   26.5817    9.2167   27.2663    2.0545    1.5706    4.9928    3.0975    5.7042    5.6613    4.4630    1.6700    1.0849    5.7673   29.8415    4.8006   33.8283   94.1492    5.9305    7.3083   15.1268   43.4926    1.7336   30.8933   16.0229   31.8617    1.7796    5.3954    8.6042    3.3138   25.6176   14.2545    2.7393   11.6678    8.2164
    1.9683   33.6542   30.9022    6.4865   27.7127   19.8970    4.9947   35.1070    2.8840    3.7718    6.5632   74.1885   16.2051    9.2929    5.4810    8.6492    2.3888    5.6171   10.4837    2.2215    4.2827   59.7526   11.5312    9.5873   15.0923    7.6735   12.6303   22.4229    9.9947   14.0657    5.9043   17.4926    6.0754   59.7022    5.9167   43.2063    9.5876    3.0091    5.4915   11.1495   21.8515   25.5896    4.5895   17.4936   10.6744    4.8277    6.1676   23.7983   55.0133   13.1232   21.1143   40.3158    4.5682   13.7502   13.5679   14.0694   44.2107   23.0232    5.5976   19.5131   37.7518    8.9605   10.1246    1.6846    1.4311    0.5702    8.6222   16.2890    8.1836    2.6995    6.7984    3.3831   20.1112    2.8922   20.4679   28.0877    4.4787   10.2014   10.2318   21.5638    6.2897
